index,S1,C1,Fourier_1
2020-11-21,0.891247854957824,-0.6666844894771944,0.2245633654806296
2020-11-20,0.9102617386357956,-0.65740288394766,0.2528588546881356
2020-11-19,0.9290062612206008,-0.6479267423281705,0.2810795188924303
2020-11-18,0.9474758759064383,-0.6382588687614866,0.3092170071449517
2020-11-17,0.965665117237174,-0.6284021241269387,0.3372629931102352
2020-11-16,0.9835686027236603,-0.6183594251938439,0.3652091775298164
2020-11-15,1.0011810344365046,-0.6081337437583874,0.3930472906781173
2020-11-14,1.0184972005738042,-0.597728105764222,0.42076909480958224
2020-11-13,1.0355119770034107,-0.5871455904070401,0.4483663865963706
2020-11-12,1.052220328779236,-0.5763893292233924,0.4758309995558436
2020-11-11,1.0686173116311777,-0.5654625051640154,0.5031548064671623
2020-11-10,1.084698073428209,-0.5543683516519431,0.5303297217762659
2020-11-09,1.1004578556141988,-0.5431101516256877,0.5573477039885112
2020-11-08,1.1158919946160482,-0.5316912365677641,0.5842007580482841
2020-11-07,1.130995923223714,-0.5201149855188513,0.6108809377048626
2020-11-06,1.145765171941724,-0.5083848240778774,0.6373803478638465
2020-11-05,1.1601953703117671,-0.49650422338833355,0.6636911469234336
2020-11-04,1.1742822482059858,-0.4844766991111048,0.689805549094881
2020-11-03,1.1880216370905765,-0.47230581038412794,0.7157158267064485
2020-11-02,1.2014094712593217,-0.4599951587691887,0.7414143124901331
2020-11-01,1.2144417890367007,-0.44754838718615964,0.7668934018505411
2020-10-31,1.227114733950215,-0.4349691788350004,0.7921455551152147
2020-10-30,1.239424555871576,-0.42226125610584275,0.8171632997657332
2020-10-29,1.2513676121264306,-0.40942837947747307,0.8419392326489574
2020-10-28,1.2629403685722875,-0.39647434640454743,0.86646602216774
2020-10-27,1.2741394006443276,-0.38340299019386115,0.8907364104504665
2020-10-26,1.2849613943687854,-0.37021817887001546,0.91474321549877
2020-10-25,1.295403147343608,-0.35692381403080514,0.938479333312803
2020-10-24,1.3054615696860996,-0.34352382969267037,0.9619377399934292
2020-10-23,1.315133684947264,-0.3300221911265626,0.9851114938207013
2020-10-22,1.3244166309925856,-0.3164228936845547,1.007993737308031
2020-10-21,1.3333076608489822,-0.30272996161755,1.0305776992314322
2020-10-20,1.3418041435176755,-0.2889474468844466,1.052856696633229
2020-10-19,1.3499035647527502,-0.27507942795309126,1.074824136799659
2020-10-18,1.3576035278051535,-0.2611300085934036,1.0964735192117498
2020-10-17,1.3649017541319395,-0.2471033166629946,1.117798437468945
2020-10-16,1.3717960840705197,-0.2330035028856749,1.1387925811848447
2020-10-15,1.3782844774777467,-0.21883473962318617,1.1594497378545605
2020-10-14,1.3843650143336232,-0.20460121964052977,1.1797637946930934
2020-10-13,1.3900358953094671,-0.19030715486526467,1.1997287404442025
2020-10-12,1.3952954423003614,-0.17595677514112798,1.2193386671592334
2020-10-11,1.4001420989217344,-0.16155432697635397,1.2385877719453804
2020-10-10,1.4045744309699157,-0.14710407228706923,1.2574703586828466
2020-10-09,1.4085911268465436,-0.13261028713611706,1.2759808397104266
2020-10-08,1.4121909979466858,-0.1180772604677069,1.2941137374789788
2020-10-07,1.415372979010567,-0.10350929283824394,1.311863686172323
2020-10-06,1.4181361284387972,-0.08891069514372575,1.3292254332950715
2020-10-05,1.420479628571006,-0.07428578734407973,1.3461938412269263
2020-10-04,1.422402785927801,-0.05963889718481446,1.3627638887429865
2020-10-03,1.4239050314159798,-0.04497435891637537,1.3789306724996044
2020-10-02,1.4249859204969333,-0.0302965120115643,1.394689408485369
2020-10-01,1.425645133318193,-0.015609699881425005,1.410035433436768
2020-09-30,1.425882474808079,-0.0009182685899556339,1.4249642062181234
2020-09-29,1.4256978747334264,0.013773434431963787,1.4394713091653901
2020-09-28,1.4250913877203666,0.028461061673041535,1.4535524493934082
2020-09-27,1.4240631932381649,0.043140266828075785,1.4672034600662407
2020-09-26,1.4226135955461103,0.057806706084095445,1.4804203016302058
2020-09-25,1.4207430236034817,0.0724560394057636,1.4931990630092453
2020-09-24,1.4184520309426114,0.08708393181966675,1.5055359627622782
2020-09-23,1.4157412955050868,0.10168605469709799,1.5174273502021847
2020-09-22,1.4126116194411344,0.1162580870349738,1.5288697064761083
2020-09-21,1.4090639288722542,0.1307957167344832,1.5398596456067373
2020-09-20,1.4050992736171621,0.14529464187710933,1.5503939154942714
2020-09-19,1.400718826881133,0.1597505719976388,1.560469398878772
2020-09-18,1.3959238849088307,0.17415922935377465,1.5700831142626053
2020-09-17,1.390715866600728,0.1885163501919921,1.57923221679272
2020-09-16,1.3850963130932314,0.2028176860092513,1.5879139991024827
2020-09-15,1.379066887302634,0.21705900481019683,1.5961258921128307
2020-09-14,1.3726293734330306,0.23123609235947618,1.6038654657925067
2020-09-13,1.3657856764483456,0.24534475342879464,1.6111304298771403
2020-09-12,1.3585378215086206,0.25938081303835675,1.6179186345469774
2020-09-11,1.3508879533707394,0.27334011769230476,1.6242280710630441
2020-09-10,1.342838335753759,0.2872185366078073,1.6300568723615663
2020-09-09,1.3343913506690372,0.3010119629374264,1.6354033136064636
2020-09-08,1.32554949771536,0.31471631498439545,1.6402658126997554
2020-09-07,1.3163153933392684,0.32832753741046133,1.6446429307497297
2020-09-06,1.3066917700608092,0.341841602435926,1.6485333724967353
2020-09-05,1.2966814756649396,0.35525451103152733,1.651935986696467
2020-09-04,1.286287472358822,0.36856229410181895,1.654849766460641
2020-09-03,1.2755128358952585,0.38176101365968806,1.6572738495549466
2020-09-02,1.2643607546625248,0.3948467639916718,1.6592075186541966
2020-09-01,1.252834528740878,0.40781567281371683,1.6606502015545948
2020-08-31,1.2409375689260078,0.42066390241705237,1.6616014713430602
2020-08-30,1.2286733957197262,0.4333876508038319,1.6620610465235581
2020-08-29,1.2160456382881977,0.4459831528122012,1.6620287911003988
2020-08-28,1.2030580333880059,0.45844668123047494,1.6615047146184807
2020-08-27,1.189714424260392,0.4707745479000748,1.6604889721604668
2020-08-26,1.176018759493975,0.4829631048069168,1.6589818643008918
2020-08-25,1.1619750918563012,0.4950087451609173,1.6569838370172185
2020-08-24,1.1475875770945663,0.5069079044632991,1.6544954815578654
2020-08-23,1.1328604727058595,0.5186570615613868,1.6515175342672463
2020-08-22,1.1177981366773067,0.5302527396905689,1.6480508763678756
2020-08-21,1.102405026196469,0.5416915075031296,1.6440965336995985
2020-08-20,1.0866856963323879,0.5529699800836424,1.6396556764160302
2020-08-19,1.0706447986876706,0.5640848199506167,1.6347296186382874
2020-08-18,1.054287080022003,0.5750327380441155,1.6293198180661186
2020-08-17,1.0376173808475089,0.5858104946990398,1.6234278755465485
2020-08-16,1.0206406339963627,0.5964149006037986,1.6170555346001614
2020-08-15,1.0033618631610892,0.6068428177440753,1.6102046809051647
2020-08-14,0.9857861814079655,0.6170911603314195,1.6028773417393851
2020-08-13,0.9679187896639891,0.6271568957163793,1.5950756853803685
2020-08-12,0.9497649751778353,0.6370370452859125,1.5868020204637479
2020-08-11,0.9313301099552772,0.6467286853448051,1.5780587953000822
2020-08-10,0.9126196491695223,0.6562289479808403,1.5688485971503625
2020-08-09,0.8936391295469402,0.6655350219134591,1.5591741514603994
2020-08-08,0.8743941677286542,0.674644153325665,1.549038321054319
2020-08-07,0.8548904586084877,0.6835536466789209,1.5384441052874087
2020-08-06,0.8351337736477537,0.6922608655108042,1.5273946391585578
2020-08-05,0.8151299591673867,0.7007632332151765,1.5158931923825634
2020-08-04,0.7948849346179226,0.7090582338046438,1.5039431684225666
2020-08-03,0.7744046908278358,0.7171434126550786,1.4915481034829146
2020-08-02,0.7536952882307602,0.7250163772319804,1.4787116654627406
2020-08-01,0.7327628550721057,0.7326747977984674,1.4654376528705733
2020-07-31,0.7116135855956147,0.7401164081046818,1.4517299937002965
2020-07-30,0.6902537382103838,0.7473390060584103,1.4375927442687941
2020-07-29,0.6686896336389022,0.7543404543767174,1.4230300880156195
2020-07-28,0.6469276530466451,0.7611186812184036,1.4080463342650487
2020-07-27,0.6249742361537864,0.7676716807970951,1.3926459169508816
2020-07-26,0.6028358793295806,0.7739975139747892,1.37683339330437
2020-07-25,0.5805191336699846,0.7800943088356755,1.3606134425056602
2020-07-24,0.5580306030590807,0.7859602612400669,1.3439908642991476
2020-07-23,0.5353769422148833,0.7915936353582724,1.3269705775731557
2020-07-22,0.5125648547200976,0.7969927641842585,1.309557618904356
2020-07-21,0.48960109103842475,0.8021560500289417,1.2917571410673665
2020-07-20,0.46649244651698885,0.8070819649929718,1.2735744115099608
2020-07-19,0.44324575937548744,0.8117690514188601,1.2550148107943475
2020-07-18,0.4198679086826482,0.8162159223223253,1.2360838310049735
2020-07-17,0.3963658123206048,0.8204212618027239,1.2167870741233286
2020-07-16,0.37274642493778243,0.8243838254324464,1.1971302503702288
2020-07-15,0.3490167358909075,0.8281024406251629,1.1771191765160705
2020-07-14,0.3251837671767432,0.8315760069828112,1.1567597741595543
2020-07-13,0.3012545713541681,0.8348034966212219,1.13605806797539
2020-07-12,0.2772362294572094,0.8377839544742854,1.1150201839314948
2020-07-11,0.2531358488996522,0.8405164985765724,1.0936523474762245
2020-07-10,0.22896056137184082,0.8430003203243205,1.0719608816961612
2020-07-09,0.2047175207302989,0.8452346847147135,1.0499522054450123
2020-07-08,0.18041390088078468,0.847218930563381,1.0276328314441656
2020-07-07,0.15605689365541928,0.8489524707000529,1.005009364355472
2020-07-06,0.1316537066845066,0.8504347921423128,0.9820884988268194
2020-07-05,0.10721156126368218,0.8516654562473975,0.9588770175110797
2020-07-04,0.08273769021701104,0.8526440988419992,0.9353817890590103
2020-07-03,0.05823933575668322,0.8533704303300289,0.9116097660867122
2020-07-02,0.03372374733992484,0.853844235778314,0.8875679831182388
2020-07-01,0.009198179523765644,0.8540653749801995,0.8632635545039652
2020-06-30,-0.015330110181699108,0.8540337824970377,0.8387036723153385
2020-06-29,-0.039853863460923976,0.8537494676775527,0.8138956042166287
2020-06-28,-0.06436582334076311,0.8532125146550739,0.7888466913143107
