date,gas,stroom,teruglevering,temp,zonneschijn,duur_neerslag,som_neerslag,day_of_week,day_of_week_name,day_of_month,month,month_name,season,anomaly_box_zon,anomaly_box_temp,teruglevering_sc,temp_sc,zonneschijn_sc,anom_if_1,anom_if_2,anom_if_3,teruglevering_int_1
2020-07-16,0.0,1.0,12.0,164,14,11,37,3,Thursday,16,7,July,Summer,False,False,0.46478210470898335,1.0507004383306182,-0.8429959270838333,1,-1,1,12.0
2020-07-15,0.0,1.0,27.0,157,111,4,2,2,Wednesday,15,7,July,Summer,False,False,2.455013037362574,0.9374443690843481,1.610998647363853,-1,-1,1,8.0
2020-07-14,0.0,2.0,4.0,156,17,42,40,1,Tuesday,14,7,July,Summer,False,False,-0.5966743927062651,0.9212649306205953,-0.7670991876679254,1,1,1,4.0
2020-07-13,0.0,1.0,27.0,178,144,0,0,0,Monday,13,7,July,Summer,False,False,2.455013037362574,1.2772125768231586,2.445862780938839,-1,-1,-1,6.0
2020-07-12,0.0,10.0,25.0,156,125,7,9,6,Sunday,12,7,July,Summer,False,False,2.189648913008762,0.9212649306205953,1.9651834313047563,-1,1,1,8.0
2020-07-11,1.0,2.0,25.0,148,140,0,0,5,Saturday,11,7,July,Summer,False,False,2.189648913008762,0.7918294229105722,2.3446671283842955,-1,-1,1,10.0
2020-07-10,1.0,2.0,12.0,143,44,34,19,4,Friday,10,7,July,Summer,False,False,0.46478210470898335,0.7109322305918079,-0.08402853292475504,1,1,1,12.0
2020-07-09,0.0,3.0,4.0,164,0,151,160,3,Thursday,9,7,July,Summer,False,False,-0.5966743927062651,1.0507004383306182,-1.1971807110247363,1,1,1,4.0
2020-07-08,0.0,2.0,4.0,140,0,112,131,2,Wednesday,8,7,July,Summer,False,False,-0.5966743927062651,0.6623939152005492,-1.1971807110247363,1,1,1,4.0
2020-07-07,0.0,2.0,19.0,139,49,53,58,1,Tuesday,7,7,July,Summer,False,False,1.3935565399473258,0.6462144767367964,0.042466032768424665,1,1,1,19.0
2020-07-06,1.0,2.0,17.0,149,82,18,54,0,Monday,6,7,July,Summer,False,False,1.1281924155935137,0.8080088613743251,0.8773301663434107,1,1,1,17.0
2020-07-05,0.0,2.0,17.0,180,53,12,4,6,Sunday,5,7,July,Summer,False,False,1.1281924155935137,1.3095714537506642,0.14366168532296844,1,1,1,17.0
2020-07-04,1.0,18.0,3.0,166,0,92,52,5,Saturday,4,7,July,Summer,False,False,-0.7293564548831711,1.083059315258124,-1.1971807110247363,1,1,1,3.0
2020-07-03,0.0,2.0,19.0,173,68,0,0,4,Friday,3,7,July,Summer,False,False,1.3935565399473258,1.1963153845043941,0.5231453824025075,1,1,1,19.0
2020-07-02,1.0,4.0,18.0,169,61,10,86,3,Thursday,2,7,July,Summer,False,False,1.2608744777704197,1.1315976306493827,0.34605299043205595,1,1,1,18.0
2020-07-01,1.0,12.0,14.0,176,52,6,5,2,Wednesday,1,7,July,Summer,False,False,0.7301462290627955,1.2448536998956528,0.11836277218433248,1,1,1,14.0
2020-06-30,0.0,4.0,9.0,157,11,63,65,1,Tuesday,30,6,June,Summer,False,False,0.06673591817826516,0.9374443690843481,-0.9188926664997411,1,1,1,9.0
2020-06-29,0.0,2.0,10.0,159,50,0,-1,0,Monday,29,6,June,Summer,False,False,0.19941798035517122,0.9698032460118539,0.0677649459070606,1,1,1,10.0
2020-06-28,1.0,15.0,17.0,176,99,3,5,6,Sunday,28,6,June,Summer,False,False,1.1281924155935137,1.2448536998956528,1.3074116897002217,1,1,1,17.0
